"GEOID","NAME","year","population","new_housing_units_permitted","pop_5yrs_ago","pop_growth_5yr","instant_growth","instant_growth_scaled","rate_growth","rate_growth_scaled","composite_growth"
28940,"Knoxville, TN Metro Area",2021,893002,5990,861679,0.0363511237943596,0.00670771174084716,17.7177447122259,0.184525567319268,24.8516771647092,21.2847109384676
28940,"Knoxville, TN Metro Area",2022,906674,4838,869076,0.043262039223267,0.00533598625305236,14.0794735384835,0.123341071037229,24.7638291172583,19.4216513278709
28940,"Knoxville, TN Metro Area",2023,947017,6401,877874,0.0787618724327181,0.00675911836851926,17.8540921470901,0.0858171366392183,24.7099526523063,21.2820223996982
29020,"Kokomo, IN Metro Area",2009,97133,81,NA,NA,0.000833908146561931,2.13846847404226,NA,NA,NA
29020,"Kokomo, IN Metro Area",2010,100485,18,NA,NA,0.000179131213613972,0.401782773023643,NA,NA,NA
29020,"Kokomo, IN Metro Area",2011,99893,39,NA,NA,0.000390417746989279,0.962184770813402,NA,NA,NA
29020,"Kokomo, IN Metro Area",2012,97599,177,NA,NA,0.00181354317154889,4.73678563291365,NA,NA,NA
29020,"Kokomo, IN Metro Area",2013,82760,166,NA,NA,0.00200579990333494,5.24671428222352,NA,NA,NA
29020,"Kokomo, IN Metro Area",2014,82982,140,97133,-0.14568684175306,0.00168711286785086,4.40145051409806,-0.0115804066280092,24.5701102980749,14.4857804060865
29020,"Kokomo, IN Metro Area",2015,82556,441,100485,-0.178424640493606,0.00534182857696594,14.0949693201625,-0.0299388501621073,24.5437514405749,19.3193603803687
29020,"Kokomo, IN Metro Area",2016,82568,318,99893,-0.173435576066391,0.00385137099118302,10.1417812236453,-0.0222063493461614,24.5548536828073,17.3483174532263
29020,"Kokomo, IN Metro Area",2017,82363,92,97599,-0.156108156845869,0.00111700642278693,2.88933904318317,-0.00715533669319911,24.57646376631,13.7329014047466
29020,"Kokomo, IN Metro Area",2018,82366,349,82760,-0.00476075398743354,0.00423718524633951,11.1650886531889,-0.890023987276796,23.3088503703952,17.2369695117921
29020,"Kokomo, IN Metro Area",2019,82544,239,82982,-0.0052782531151334,0.00289542547005234,7.60629648989648,-0.548557525926673,23.7991242750999,15.7027103824982
29020,"Kokomo, IN Metro Area",2021,83687,190,82556,0.0136997916565725,0.00227036457275324,5.94842757610032,0.165722562040863,24.8246800101964,15.3865537931483
29020,"Kokomo, IN Metro Area",2022,83574,164,82568,0.0121838969092142,0.00196233278292292,5.13142505518226,0.161059536004353,24.8179848871274,14.9747049711548
29020,"Kokomo, IN Metro Area",2023,83831,138,82363,0.017823537267948,0.0016461690782646,4.29285399772442,0.092359280513016,24.7193457927321,14.5060998952283
29100,"La Crosse, WI-MN Metro Area",2009,132923,349,NA,NA,0.0026255802231367,6.890577352241,NA,NA,NA
29100,"La Crosse, WI-MN Metro Area",2010,133896,327,NA,NA,0.00244219394156659,6.40417608038815,NA,NA,NA
29100,"La Crosse, WI-MN Metro Area",2011,134488,300,NA,NA,0.00223068229135685,5.84317699805289,NA,NA,NA
29100,"La Crosse, WI-MN Metro Area",2012,135298,338,NA,NA,0.00249818918239737,6.5526940399902,NA,NA,NA
29100,"La Crosse-Onalaska, WI-MN Metro Area",2013,135512,484,NA,NA,0.00357163941200779,9.39984025225259,NA,NA,NA
29100,"La Crosse-Onalaska, WI-MN Metro Area",2014,136749,298,132923,0.02878358147198,0.00217917498482621,5.70656252944752,0.075708958836397,24.6954394383841,15.2010009839158
29100,"La Crosse-Onalaska, WI-MN Metro Area",2015,136985,497,133896,0.0230701439923523,0.00362813446727744,9.54968388560008,0.157265358572541,24.812537247622,17.181110566611
29100,"La Crosse-Onalaska, WI-MN Metro Area",2016,136936,281,134488,0.0182023674974719,0.00205205351405036,5.36939420619135,0.112735528185296,24.7486017919011,15.0589979990462
29100,"La Crosse-Onalaska, WI-MN Metro Area",2017,136934,432,135298,0.0120918269301837,0.00315480450435976,8.29425575870831,0.260903875202242,24.9613403248699,16.6277980417891
29100,"La Crosse-Onalaska, WI-MN Metro Area",2018,136808,594,135512,0.00956372867347541,0.004341851353722,11.4426979013555,0.453991481979611,25.2385734521016,18.3406356767285
29100,"La Crosse-Onalaska, WI-MN Metro Area",2019,136616,541,136749,-0.000972584808664049,0.00396000468466358,10.4299138267093,-4.07162917761699,18.7407355583884,14.5853246925489
29100,"La Crosse-Onalaska, WI-MN Metro Area",2021,139211,694,136985,0.0162499543745666,0.00498523823548427,13.1491734070652,0.30678475277979,25.0272155997425,19.0881945034039
29100,"La Crosse-Onalaska, WI-MN Metro Area",2022,139094,401,136936,0.0157591867733832,0.00288294247055948,7.57318743300368,0.182937261421934,24.8493966920354,16.2112920625195
29100,"La Crosse-Onalaska, WI-MN Metro Area",2023,170238,472,136934,0.243212058363883,0.00277258896368613,7.28049331413583,0.011399882811476,24.6031051526507,15.9417992333932
29140,"Lafayette, IN Metro Area",2009,194992,486,NA,NA,0.00249240994502339,6.53736558474818,NA,NA,NA
29140,"Lafayette, IN Metro Area",2010,202782,531,NA,NA,0.00261857561322011,6.87199880240022,NA,NA,NA
29140,"Lafayette, IN Metro Area",2011,206322,1244,NA,NA,0.00602941033917857,15.9186643140281,NA,NA,NA
29140,"Lafayette, IN Metro Area",2012,205917,543,NA,NA,0.00263698480455718,6.92082608655402,NA,NA,NA
29180,"Lafayette, LA Metro Area",2009,263171,827,NA,NA,0.00314244350631339,8.26147029013535,NA,NA,NA
29180,"Lafayette, LA Metro Area",2010,274265,849,NA,NA,0.00309554627823455,8.13708327934798,NA,NA,NA
29180,"Lafayette, LA Metro Area",2011,277307,859,NA,NA,0.00309764989704551,8.14266277447915,NA,NA,NA
29180,"Lafayette, LA Metro Area",2012,279781,1343,NA,NA,0.00480018300027522,12.6583455163525,NA,NA,NA
29180,"Lafayette, LA Metro Area",2013,479116,1554,NA,NA,0.00324347339683918,8.52943508459088,NA,NA,NA
29180,"Lafayette, LA Metro Area",2014,484974,2362,263171,0.842809428090481,0.00487036418447174,12.8444893050867,0.00577872532288388,24.5950343546578,18.7197618298722
29180,"Lafayette, LA Metro Area",2015,490488,2483,274265,0.788372559385995,0.00506230529595016,13.3535808246083,0.00642120940877598,24.5959568264586,18.9747688255334
29180,"Lafayette, LA Metro Area",2016,491528,1698,277307,0.772504841204874,0.0034545336176169,9.08923682627446,0.00447186015330192,24.5931579715803,16.8411973989274
29180,"Lafayette, LA Metro Area",2017,491558,1771,279781,0.756938462583235,0.00360283018484085,9.48256853185006,0.00475973987706389,24.5935713062185,17.0380699190343
29180,"Lafayette, LA Metro Area",2018,489364,1687,479116,0.021389392130507,0.00344733163861665,9.07013478813079,0.161170154700181,24.8181437122715,16.9441392502012
29180,"Lafayette, LA Metro Area",2019,489207,1666,484974,0.00872830296057108,0.00340551136839824,8.95921355427783,0.390168785820357,25.1469375053938,17.0530755298358
29180,"Lafayette, LA Metro Area",2021,479212,3044,490488,-0.0229893493826556,0.00635209468878075,16.7745302856248,-0.276305979044935,24.1900201435371,20.482275214581
29180,"Lafayette, LA Metro Area",2022,481125,2071,491528,-0.0211646132061653,0.00430449467394128,11.3436155904979,-0.203381683946267,24.2947240689666,17.8191698297322
29180,"Lafayette, LA Metro Area",2023,414288,2386,491558,-0.157194064586478,0.00575927856949755,15.2021852229219,-0.0366380154660939,24.5341328504537,19.8681590366878
29200,"Lafayette-West Lafayette, IN Metro Area",2014,211515,1081,NA,NA,0.00511074864666809,13.4820686656849,NA,NA,NA
29200,"Lafayette-West Lafayette, IN Metro Area",2015,214997,527,NA,NA,0.00245119699344642,6.42805516145907,NA,NA,NA
29200,"Lafayette-West Lafayette, IN Metro Area",2016,217439,627,NA,NA,0.00288356734532444,7.57484480823274,NA,NA,NA
29200,"Lafayette-West Lafayette, IN Metro Area",2017,218769,976,NA,NA,0.00446132678761616,11.7595863976145,NA,NA,NA
29200,"Lafayette-West Lafayette, IN Metro Area",2018,222676,1818,NA,NA,0.00816432844132282,21.5811755514764,NA,NA,NA
29200,"Lafayette-West Lafayette, IN Metro Area",2019,233674,1350,211515,0.104763255561071,0.00577727945770604,15.2499295516913,0.0551460474072247,24.665915429383,19.9579224905372
29200,"Lafayette-West Lafayette, IN Metro Area",2021,224253,1212,214997,0.0430517635129792,0.00540460997177295,14.2614864119612,0.125537481644476,24.7669827001914,19.5142345560763
29200,"Lafayette-West Lafayette, IN Metro Area",2022,226250,1538,217439,0.0405217095369276,0.00679779005524862,17.9566622927347,0.167756744049847,24.8276006670377,21.3921314798862
29200,"Lafayette-West Lafayette, IN Metro Area",2023,226830,2093,218769,0.0368470852817355,0.00922717453599612,24.400196079112,0.250418030773519,24.9462848612326,24.6732404701723
29340,"Lake Charles, LA Metro Area",2009,192640,1163,NA,NA,0.00603716777408638,15.9392396055558,NA,NA,NA
29340,"Lake Charles, LA Metro Area",2010,198628,975,NA,NA,0.00490867350021145,12.946098322621,NA,NA,NA
29340,"Lake Charles, LA Metro Area",2011,201411,1195,NA,NA,0.00593314168540944,15.663327899374,NA,NA,NA
29340,"Lake Charles, LA Metro Area",2012,200509,605,NA,NA,0.00301732091826302,7.92960366715707,NA,NA,NA
29340,"Lake Charles, LA Metro Area",2013,202397,1156,NA,NA,0.00571154710791168,15.0755855480499,NA,NA,NA
29340,"Lake Charles, LA Metro Area",2014,204059,1302,192640,0.0592763704318937,0.00638050759829265,16.8498907499153,0.107639984563893,24.741285664695,20.7955882073052
29340,"Lake Charles, LA Metro Area",2015,205493,1034,198628,0.0345620959784119,0.00503180156988316,13.2726748210174,0.145587280731646,24.7957699879624,19.0342224044899
29340,"Lake Charles, LA Metro Area",2016,207432,1563,201411,0.0298940971446445,0.00753499942149716,19.9119861604473,0.25205643057352,24.9486372581979,22.4303117093226
29340,"Lake Charles, LA Metro Area",2017,210962,1898,200509,0.0521323232373609,0.00899688095486391,23.7893810835562,0.172577786604688,24.834522668539,24.3119518760476
29340,"Lake Charles, LA Metro Area",2018,209548,1391,202397,0.0353315513569865,0.00663809723786436,17.5331039501126,0.187880151958052,24.8564936415691,21.1947987958408
29340,"Lake Charles, LA Metro Area",2019,209035,1386,204059,0.0243851043080678,0.00663046858181644,17.5128702228541,0.271906508910145,24.9771377890445,21.2450040059493
29340,"Lake Charles, LA Metro Area",2021,208680,1064,205493,0.0155090441036921,0.00509871573701361,13.450153396397,0.328757575445917,25.058763944266,19.2544586703315
29340,"Lake Charles, LA Metro Area",2022,206636,1122,207432,-0.0038374021366038,0.00542983797595772,14.328399450476,-1.41497757666943,22.5551276034719,18.441763526974
29340,"Lake Charles, LA Metro Area",2023,240210,1032,210962,0.138641082280221,0.00429624078930935,11.3217235495648,0.0309882231056578,24.6312298828064,17.9764767161856
29420,"Lake Havasu City-Kingman, AZ Metro Area",2009,194825,267,NA,NA,0.0013704606698319,3.56158381015089,NA,NA,NA
29420,"Lake Havasu City-Kingman, AZ Metro Area",2010,200181,262,NA,NA,0.00130881552195263,3.39808042224579,NA,NA,NA
29420,"Lake Havasu City-Kingman, AZ Metro Area",2011,202351,196,NA,NA,0.000968613943098873,2.49575294592609,NA,NA,NA
29420,"Lake Havasu City-Kingman, AZ Metro Area",2012,203334,345,NA,NA,0.00169671574847296,4.42692054003483,NA,NA,NA
29420,"Lake Havasu City-Kingman, AZ Metro Area",2013,203030,464,NA,NA,0.00228537654533813,5.98824430882316,NA,NA,NA
29420,"Lake Havasu City-Kingman, AZ Metro Area",2014,203361,535,194825,0.0438136789426408,0.00263078958108979,6.9043942981555,0.0600449367544304,24.6729492024788,15.7886717503172
29420,"Lake Havasu City-Kingman, AZ Metro Area",2015,204737,636,200181,0.0227594027405198,0.0031064243395185,8.1659355075436,0.136489712622729,24.7827077966642,16.4743216521039
29420,"Lake Havasu City-Kingman, AZ Metro Area",2016,205249,683,202351,0.014321649015819,0.00332766542102519,8.7527402701987,0.232352113737015,24.9203460101591,16.8365431401789
29420,"Lake Havasu City-Kingman, AZ Metro Area",2017,207200,913,203334,0.0190130524162216,0.00440637065637066,11.6138245014407,0.231755036482791,24.9194887330032,18.2666566172219
29420,"Lake Havasu City-Kingman, AZ Metro Area",2018,209550,1018,203030,0.0321134807663892,0.00485802910999761,12.8117725944295,0.151276940215156,24.8039391403892,18.8078558674094
29420,"Lake Havasu City-Kingman, AZ Metro Area",2019,212181,1111,203361,0.0433711478602092,0.00523609559762655,13.8145303735459,0.120727623223235,24.7600767567499,19.2873035651479
29420,"Lake Havasu City-Kingman, AZ Metro Area",2021,217692,1637,204737,0.0632763008151922,0.00751979861455635,19.8716685763516,0.118840679965143,24.7573675037373,22.3145180400445
29420,"Lake Havasu City-Kingman, AZ Metro Area",2022,220816,2079,205249,0.0758444620923854,0.00941507861749149,24.8985800555096,0.124136665456511,24.7649714232434,24.8317757393765
29420,"Lake Havasu City-Kingman, AZ Metro Area",2023,223682,2241,207200,0.079546332046332,0.0100186872434975,26.4995504273223,0.125947821675323,24.7675718620329,25.6335611446776
29460,"Lakeland-Winter Haven, FL Metro Area",2009,583403,1135,NA,NA,0.0019454819395855,5.08673102703065,NA,NA,NA
29460,"Lakeland-Winter Haven, FL Metro Area",2010,602788,1200,NA,NA,0.00199074964995985,5.20679601614235,NA,NA,NA
29460,"Lakeland-Winter Haven, FL Metro Area",2011,609492,1156,NA,NA,0.00189666148202109,4.95724297346168,NA,NA,NA
29460,"Lakeland-Winter Haven, FL Metro Area",2012,616158,1522,NA,NA,0.00247014564446132,6.47831327168757,NA,NA,NA
29460,"Lakeland-Winter Haven, FL Metro Area",2013,623009,2034,NA,NA,0.00326480034798855,8.58600123596809,NA,NA,NA
29460,"Lakeland-Winter Haven, FL Metro Area",2014,634638,2559,583403,0.087820940241994,0.0040322199427075,10.6214526542541,0.0459141058111717,24.6526603060646,17.6370564801593
29460,"Lakeland-Winter Haven, FL Metro Area",2015,650092,3039,602788,0.0784753512014174,0.00467472296228841,12.3255838641667,0.0595693155968186,24.6722663106915,18.4989250874291
29460,"Lakeland-Winter Haven, FL Metro Area",2016,666149,4567,609492,0.0929577418571532,0.00685582354698423,18.1105863700898,0.0737520448540959,24.6926297221517,21.4016080461207
29460,"Lakeland-Winter Haven, FL Metro Area",2017,686483,4604,616158,0.114134686233077,0.00670664823455206,17.7149239406277,0.0587608242147903,24.6711054873848,21.1930147140062
29460,"Lakeland-Winter Haven, FL Metro Area",2018,708009,5331,623009,0.136434626145048,0.00752956530213599,19.8975730726959,0.0551880817566875,24.6659757818538,22.2817744272749
29460,"Lakeland-Winter Haven, FL Metro Area",2019,724777,8726,634638,0.142032150611845,0.0120395652731806,31.8595895506497,0.0847664787255325,24.7084441288753,28.2840168397625
29460,"Lakeland-Winter Haven, FL Metro Area",2021,753520,13071,650092,0.159097481587222,0.0173465866864848,45.9355713693579,0.109031183356444,24.7432831330893,35.3394272512236
29460,"Lakeland-Winter Haven, FL Metro Area",2022,787404,12211,666149,0.182023841512935,0.0155079222355995,41.058823120993,0.085197203326233,24.7090625586649,32.883942839829
29460,"Lakeland-Winter Haven, FL Metro Area",2023,818330,12513,686483,0.192061565981969,0.015290897315264,40.483201016814,0.0796145612844766,24.70104706074,32.592124038777
29540,"Lancaster, PA Metro Area",2009,507766,1262,NA,NA,0.00248539681664389,6.5187644411171,NA,NA,NA
29540,"Lancaster, PA Metro Area",2010,520156,1381,NA,NA,0.00265497273894755,6.96853605749934,NA,NA,NA
29540,"Lancaster, PA Metro Area",2011,523594,1204,NA,NA,0.00229949159081273,6.02568209322189,NA,NA,NA
29540,"Lancaster, PA Metro Area",2012,526823,1160,NA,NA,0.0022018780501231,5.76677859218032,NA,NA,NA
29540,"Lancaster, PA Metro Area",2013,529600,1258,NA,NA,0.00237537764350453,6.22695708625386,NA,NA,NA
29540,"Lancaster, PA Metro Area",2014,533320,1109,507766,0.0503263314203787,0.00207942698567464,5.44199773628685,0.0413188668235137,24.6460625109177,15.0440301236023
29540,"Lancaster, PA Metro Area",2015,536624,1154,520156,0.031659732849376,0.00215048152896628,5.63045796314827,0.0679248160177911,24.6842630491148,15.1573605061315
29540,"Lancaster, PA Metro Area",2016,538500,1287,523594,0.0284686226350951,0.0023899721448468,6.26566654671163,0.0839510985649345,24.7072734147338,15.4864699807227
29540,"Lancaster, PA Metro Area",2017,542903,1436,526823,0.030522585384465,0.00264503972164457,6.94219039953551,0.0866584428654201,24.7111605908164,15.826675495176
29540,"Lancaster, PA Metro Area",2018,543557,1251,529600,0.0263538519637462,0.00230150655772992,6.03102645411339,0.0873309359442404,24.7121261492093,15.3715763016613
29540,"Lancaster, PA Metro Area",2019,545724,1496,533320,0.0232580814520363,0.00274131245831226,7.19753764339146,0.117864943588124,24.7559665518499,15.9767520976207
29540,"Lancaster, PA Metro Area",2021,553652,1039,536624,0.0317317153164972,0.00187663008532436,4.90411306239711,0.0591405181411262,24.6716506478762,14.7878818551366
29540,"Lancaster, PA Metro Area",2022,556629,1429,538500,0.0336657381615599,0.00256723957968413,6.73583860661027,0.0762567440928847,24.6962259426152,15.7160322746127
29540,"Lancaster, PA Metro Area",2023,558589,1859,542903,0.0288928224747331,0.00332802829987701,8.75370274532792,0.115185295683293,24.7521191419569,16.7529109436424
29620,"Lansing-East Lansing, MI Metro Area",2009,453603,251,NA,NA,0.000553347310313203,1.39432803771794,NA,NA,NA
29620,"Lansing-East Lansing, MI Metro Area",2010,464076,677,NA,NA,0.00145881278066524,3.7959229259903,NA,NA,NA
29620,"Lansing-East Lansing, MI Metro Area",2011,465138,416,NA,NA,0.000894358233470497,2.29880216369559,NA,NA,NA
29620,"Lansing-East Lansing, MI Metro Area",2012,465732,599,NA,NA,0.00128614739807443,3.33795703574994,NA,NA,NA
29620,"Lansing-East Lansing, MI Metro Area",2013,467321,983,NA,NA,0.00210347919310281,5.50579217163811,NA,NA,NA
29620,"Lansing-East Lansing, MI Metro Area",2014,470458,755,453603,0.0371580434873667,0.00160481913369525,4.18318022356107,0.0431890105904222,24.6487476433999,14.4159639334805
29620,"Lansing-East Lansing, MI Metro Area",2015,472276,1056,464076,0.0176695196476439,0.00223598065537948,5.85723001759875,0.126544507149499,24.7684285766753,15.312829297137
29620,"Lansing-East Lansing, MI Metro Area",2016,475099,1225,465138,0.0214151499124991,0.00257840997350026,6.76546619768601,0.120401210546528,24.7596080969087,15.7625371472974
29620,"Lansing-East Lansing, MI Metro Area",2017,477656,907,465732,0.025602707136293,0.00189885608052657,4.96306377693254,0.0741662227520799,24.6932243943619,14.8281440856472
29620,"Lansing-East Lansing, MI Metro Area",2018,481893,825,467321,0.0311819926774102,0.00171199830667804,4.46745495561092,0.054903428539328,24.6655670797991,14.566511017705
29620,"Lansing-East Lansing, MI Metro Area",2019,550391,1026,470458,0.169904646110811,0.00186412931897506,4.87095688190544,0.0109716206216002,24.6024902583643,14.7367235701349
29620,"Lansing-East Lansing, MI Metro Area",2021,540281,1016,472276,0.143994189838145,0.00188050292347871,4.91438511430759,0.0130595750119672,24.6054881210175,14.7599366176626
29620,"Lansing-East Lansing, MI Metro Area",2022,540870,973,475099,0.13843641009558,0.0017989535378187,4.69808908297832,0.0129948005483287,24.6053951185332,14.6517421007558
29620,"Lansing-East Lansing, MI Metro Area",2023,473177,949,477656,-0.00937704121794765,0.00200559198777624,5.24616282116916,-0.213883243249219,24.2796460420804,14.7629044316248
29700,"Laredo, TX Metro Area",2009,241438,786,NA,NA,0.00325549416413324,8.5613181483098,NA,NA,NA
29700,"Laredo, TX Metro Area",2010,251632,663,NA,NA,0.00263480002543397,6.91503132734331,NA,NA,NA
29700,"Laredo, TX Metro Area",2011,256496,956,NA,NA,0.00372715363982284,9.81231558875442,NA,NA,NA
29700,"Laredo, TX Metro Area",2012,259172,1506,NA,NA,0.00581081289645486,15.338871358665,NA,NA,NA
29700,"Laredo, TX Metro Area",2013,262495,1623,NA,NA,0.00618297491380788,16.3259685233274,NA,NA,NA
29700,"Laredo, TX Metro Area",2014,266673,1719,241438,0.104519586809036,0.0064460969051985,17.0238553563505,0.0616735781492893,24.67528758843,20.8495714723902
29700,"Laredo, TX Metro Area",2015,269721,1848,251632,0.0718867234691931,0.00685152435294248,18.0991834808881,0.0953100102813657,24.7235824190746,21.4113829499814
29700,"Laredo, TX Metro Area",2016,271193,1158,256496,0.0572991391678623,0.00427002171884968,11.2521818744232,0.0745215684015831,24.693734595857,17.9729582351401
29700,"Laredo, TX Metro Area",2017,274794,1331,259172,0.0602765730865989,0.00484362831793998,12.7735769152732,0.080356730150886,24.7021126588858,18.7378447870795
29700,"Laredo, TX Metro Area",2018,275910,1375,262495,0.0511057353473399,0.00498350911529122,13.1445872065388,0.0975136955064009,24.7267464468264,18.9356668266826
29700,"Laredo, TX Metro Area",2019,276652,1602,266673,0.0374203612664199,0.00579066842097653,15.2854415251487,0.154746459547758,24.8089206392571,20.0471810822029
29700,"Laredo, TX Metro Area",2021,267945,1684,269721,-0.00658458184568499,0.00628487189535166,16.5962331308897,-0.95448307009355,23.2163007065093,19.9062669186995
29700,"Laredo, TX Metro Area",2022,267780,1272,271193,-0.0125851330970932,0.00475016804839794,12.5256892674964,-0.377442813814586,24.0448089544325,18.2852491109644
29700,"Laredo, TX Metro Area",2023,269148,1542,274794,-0.0205463001375576,0.00572918988809131,15.1223800554957,-0.278842898708495,24.1863776613312,19.6543788584135
29740,"Las Cruces, NM Metro Area",2009,206419,1139,NA,NA,0.00551790290622472,14.5619768681582,NA,NA,NA
29740,"Las Cruces, NM Metro Area",2010,210538,974,NA,NA,0.00462624324349999,12.1969995628991,NA,NA,NA
29740,"Las Cruces, NM Metro Area",2011,213598,644,NA,NA,0.00301500950383431,7.92347302909472,NA,NA,NA
29740,"Las Cruces, NM Metro Area",2012,214445,951,NA,NA,0.00443470353703747,11.688972702678,NA,NA,NA
29740,"Las Cruces, NM Metro Area",2013,213460,784,NA,NA,0.00367281926356226,9.66820279311777,NA,NA,NA
29740,"Las Cruces, NM Metro Area",2014,213676,617,206419,0.0351566474016442,0.0028875493738183,7.58540646915628,0.0821338093143448,24.7046641702026,16.1450353196794
29740,"Las Cruces, NM Metro Area",2015,214295,760,210538,0.0178447596158413,0.00354651298443734,9.33319662862519,0.198742547436111,24.8720897531884,17.1026431909068
29740,"Las Cruces, NM Metro Area",2016,214207,770,213598,0.0028511502916694,0.00359465376948466,9.46088196514289,1.26077316232247,26.3969419873364,17.9289119762396
29740,"Las Cruces, NM Metro Area",2017,215579,1126,214445,0.00528806920189326,0.00522314325606854,13.7801764657544,0.987722183022591,26.0048983023563,19.8925373840553
29740,"Las Cruces, NM Metro Area",2018,217522,965,213460,0.0190293263374871,0.00443633287667454,11.6932942520598,0.233131367763404,24.9214648547823,18.307379553421
29740,"Las Cruces, NM Metro Area",2019,218195,978,213676,0.0211488421722608,0.00448222919865258,11.8150265277369,0.211937332651314,24.8910346851259,18.3530306064314
29740,"Las Cruces, NM Metro Area",2021,221508,1338,214295,0.0336592081009823,0.00604041389024324,15.9478493827635,0.17945799176621,24.8444011937575,20.3961252882605
29740,"Las Cruces, NM Metro Area",2022,223337,1105,214207,0.0426223232667466,0.00494767996346329,13.0495564066921,0.116081892873338,24.7534064666434,18.9014814366677
29740,"Las Cruces, NM Metro Area",2023,225210,861,215579,0.0446750379211333,0.00382309844145464,10.0667930400764,0.0855757178808379,24.7096060258269,17.3881995329516
29820,"Las Vegas-Paradise, NV Metro Area",2009,1902834,5688,NA,NA,0.002989225544635,7.85508541339868,NA,NA,NA
29820,"Las Vegas-Paradise, NV Metro Area",2010,1954260,5474,NA,NA,0.00280106024786876,7.35600860742355,NA,NA,NA
29820,"Las Vegas-Paradise, NV Metro Area",2011,1969975,5147,NA,NA,0.00261272351171969,6.85647708731639,NA,NA,NA
29820,"Las Vegas-Paradise, NV Metro Area",2012,2000759,7375,NA,NA,0.00368610112462321,9.70343069597564,NA,NA,NA
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2013,2027868,8573,NA,NA,0.00422759272299775,11.1396460981965,NA,NA,NA
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2014,2069681,10036,1902834,0.0876834237773763,0.00484905644879573,12.7879741195211,0.0553018602593261,24.6661391438149,18.727056631668
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2015,2114801,10605,1954260,0.0821492534258492,0.00501465622533751,13.2271996779371,0.0610432355281709,24.6743825492149,18.950791113576
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2016,2155664,13577,1969975,0.0942595718219774,0.00629829138492826,16.6318260702404,0.0668185868361834,24.6826747370498,20.6572504036451
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2017,2204079,14073,2000759,0.101621434665544,0.00638497984872593,16.8617526420927,0.0628310343161373,24.6769494516543,20.7693510468735
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2018,2231647,12044,2027868,0.100489282339876,0.00539691089137305,14.2410658959524,0.0537063333094523,24.6638483032307,19.4524570995915
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2019,2266715,13903,2069681,0.0952001781917117,0.00613354568174649,16.1948657977825,0.0644278802650444,24.6792421860432,20.4370539919129
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2021,2292476,16307,2114801,0.0840149971557608,0.00711326966999873,18.7934189167542,0.0846666656050822,24.7083008182611,21.7508598675076
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2022,2322985,13066,2155664,0.0776192393619785,0.00562465965126766,14.8451311811372,0.0724647612821478,24.6907814541233,19.7679563176303
29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2023,2336573,13073,2204079,0.0601130903202653,0.00559494610268971,14.7663209904521,0.0930736728536404,24.7203715096384,19.7433462500452
29940,"Lawrence, KS Metro Area",2009,116383,342,NA,NA,0.00293857350300302,7.72073939110736,NA,NA,NA
29940,"Lawrence, KS Metro Area",2010,111130,288,NA,NA,0.00259155943489607,6.80034293269771,NA,NA,NA
29940,"Lawrence, KS Metro Area",2011,112211,490,NA,NA,0.00436677331099447,11.5087992019031,NA,NA,NA
29940,"Lawrence, KS Metro Area",2012,112864,471,NA,NA,0.00417316416217749,10.9952834938543,NA,NA,NA
29940,"Lawrence, KS Metro Area",2013,114322,589,NA,NA,0.00515211420374031,13.5917838493866,NA,NA,NA
29940,"Lawrence, KS Metro Area",2014,116585,347,116383,0.00173564867721231,0.00297636917270661,7.82098604891055,1.71484541300551,27.0488940838329,17.4349400663717
29940,"Lawrence, KS Metro Area",2015,118053,839,111130,0.0622964096103662,0.00710697737456905,18.7767296613002,0.114083258072491,24.7505368481045,21.7636332547024
29940,"Lawrence, KS Metro Area",2016,119440,1395,112211,0.0644232740105694,0.0116795043536504,30.9045885129246,0.181293244297615,24.8470362297757,27.8758123713502
29940,"Lawrence, KS Metro Area",2017,120793,306,112864,0.0702526935072299,0.00253325937761294,6.64571183505606,0.0360592491354404,24.6385108079159,15.642111321486
29940,"Lawrence, KS Metro Area",2018,121436,823,114322,0.0622277426916954,0.00677723245166178,17.9021367063861,0.108910144551431,24.7431093468635,21.3226230266248
29940,"Lawrence, KS Metro Area",2019,122259,455,116585,0.048668353561779,0.00372160740722564,9.7976051394985,0.0764687345032432,24.6965303161863,17.2470677278424
29940,"Lawrence, KS Metro Area",2021,119363,518,118053,0.0110967107993867,0.00433970325812857,11.4370004390384,0.391080144070116,25.1482460238524,18.2926232314454
29940,"Lawrence, KS Metro Area",2022,119964,401,119440,0.00438713998660415,0.00334266946750692,8.79253598026581,0.761924506105012,25.6807004051516,17.2366181927087
29940,"Lawrence, KS Metro Area",2023,120553,223,120793,-0.00198687010008858,0.00184980879779018,4.83297410774,-0.931016475464457,23.2499937928916,14.0414839503158
30020,"Lawton, OK Metro Area",2009,113228,641,NA,NA,0.00566114388667114,14.9418994800028,NA,NA,NA
