"GEOID","NAME","year","population","new_housing_units_permitted","pop_5yrs_ago","pop_growth_5yr","instant_growth","instant_growth_scaled","rate_growth","rate_growth_scaled","composite_growth"
20940,"El Centro, CA Metro Area",2021,179851,555,180191,-0.00188688669245412,0.00308588776264797,8.11146569102402,-1.63543882893912,22.238591687883,15.1750286894535
20940,"El Centro, CA Metro Area",2022,178713,551,180883,-0.0119967050524372,0.00308315567418151,8.10421928582117,-0.257000206365426,24.2177391661243,16.1609792259727
20940,"El Centro, CA Metro Area",2023,179057,263,182830,-0.020636657003774,0.00146880602266317,3.82242831982954,-0.0711746104223451,24.4845455756231,14.1534869477263
21060,"Elizabethtown, KY Metro Area",2009,113363,460,NA,NA,0.00405776135070526,10.6891969436778,NA,NA,NA
21060,"Elizabethtown, KY Metro Area",2010,122347,1242,NA,NA,0.0101514544696642,26.8516931673078,NA,NA,NA
21060,"Elizabethtown, KY Metro Area",2011,120373,714,NA,NA,0.00593156272586045,15.6591399747034,NA,NA,NA
21060,"Elizabethtown, KY Metro Area",2012,121165,507,NA,NA,0.00418437667643296,11.025022802312,NA,NA,NA
21060,"Elizabethtown-Fort Knox, KY Metro Area",2013,151740,427,NA,NA,0.00281402398840121,7.39039274907782,NA,NA,NA
21060,"Elizabethtown-Fort Knox, KY Metro Area",2014,151491,492,113363,0.3363354886515,0.00324771768619918,8.5406923483575,0.00965618495752722,24.6006015698622,16.5706469591098
21060,"Elizabethtown-Fort Knox, KY Metro Area",2015,147877,308,122347,0.208668786320874,0.00208281206678523,5.4509760946647,0.00998142608440944,24.6010685476046,15.0260223211347
21060,"Elizabethtown-Fort Knox, KY Metro Area",2016,150447,467,120373,0.249840080416705,0.00310408316550014,8.15972593717437,0.012424280204853,24.6045759715066,16.3821509543405
21060,"Elizabethtown-Fort Knox, KY Metro Area",2017,149813,507,121165,0.236437915239549,0.00338421899301129,8.90273910929583,0.0143133515180192,24.6072882799579,16.7550136946269
21060,"Elizabethtown-Fort Knox, KY Metro Area",2018,152459,458,151740,0.00473836826149993,0.00300408634452541,7.89450118597207,0.633991741193722,25.4970159052311,16.6957585456016
21060,"Elizabethtown-Fort Knox, KY Metro Area",2019,154713,491,151491,0.02126859021328,0.00317361824798175,8.34415604976441,0.149216201739604,24.8009803540563,16.5725682019104
21060,"Elizabethtown-Fort Knox, KY Metro Area",2021,157318,526,147877,0.0638435997484396,0.00334354619306119,8.79486134735986,0.0523708908369145,24.6619308891663,16.7283961182631
21060,"Elizabethtown-Fort Knox, KY Metro Area",2022,157854,1171,150447,0.0492332848112624,0.00741824724112154,19.6023206361776,0.150675447912112,24.8030755241532,22.2026980801654
21060,"Elizabethtown, KY Metro Area",2023,129403,1857,149813,-0.136236508180198,0.0143505173759496,37.9890013711738,-0.105335328742927,24.4354979804586,31.2122496758162
21140,"Elkhart-Goshen, IN Metro Area",2009,200502,185,NA,NA,0.000922684063001865,2.37393166298192,NA,NA,NA
21140,"Elkhart-Goshen, IN Metro Area",2010,197646,234,NA,NA,0.00118393491393704,3.06685561061604,NA,NA,NA
21140,"Elkhart-Goshen, IN Metro Area",2011,198941,146,NA,NA,0.000733885925978054,1.87317635464813,NA,NA,NA
21140,"Elkhart-Goshen, IN Metro Area",2012,199619,221,NA,NA,0.00110710904272639,2.86308790701181,NA,NA,NA
21140,"Elkhart-Goshen, IN Metro Area",2013,200563,303,NA,NA,0.0015107472465011,3.93367036281754,NA,NA,NA
21140,"Elkhart-Goshen, IN Metro Area",2014,201971,270,200502,0.00732661020837697,0.00133682558387095,3.47237240104104,0.182461676798702,24.8487138527037,14.1605431268724
21140,"Elkhart-Goshen, IN Metro Area",2015,203474,309,197646,0.0294870627283122,0.00151862154378446,3.95455561214363,0.0515012823683638,24.6606823145984,14.307618963371
21140,"Elkhart-Goshen, IN Metro Area",2016,203781,354,198941,0.0243288211077656,0.00173715900893606,4.53418948708314,0.0714033368588325,24.6892574722526,14.6117234796679
21140,"Elkhart-Goshen, IN Metro Area",2017,205032,560,199619,0.027116657232027,0.00273128097077529,7.17093080969168,0.100723365251283,24.7313548564267,15.9511428330592
21140,"Elkhart-Goshen, IN Metro Area",2018,205560,351,200563,0.0249148646559934,0.00170753064798599,4.45560524225499,0.0685346146391863,24.6851385914741,14.5703719168646
21140,"Elkhart-Goshen, IN Metro Area",2019,206341,350,201971,0.0216367696352447,0.0016962213035703,4.42560910808119,0.0783953118772077,24.6992964754399,14.5624527917605
21140,"Elkhart-Goshen, IN Metro Area",2021,206921,458,203474,0.0169407393573626,0.00221340511596213,5.79735219581541,0.130655756473826,24.7743314646236,15.2858418302195
21140,"Elkhart-Goshen, IN Metro Area",2022,206890,387,203781,0.0152565744598368,0.00187055923437576,4.888011151189,0.122606764663984,24.7627748079963,14.8253929795926
21140,"Elkhart-Goshen, IN Metro Area",2023,206409,287,205032,0.00671602481563853,0.00139044324617628,3.61458423344093,0.207033667138718,24.8839940544627,14.2492891439518
21300,"Elmira, NY Metro Area",2009,88331,72,NA,NA,0.000815115870985271,2.0886251233661,NA,NA,NA
21300,"Elmira, NY Metro Area",2010,88824,76,NA,NA,0.000855624605962352,2.1960677305519,NA,NA,NA
21300,"Elmira, NY Metro Area",2011,88840,138,NA,NA,0.00155335434488969,4.04667852607127,NA,NA,NA
21300,"Elmira, NY Metro Area",2012,88911,139,NA,NA,0.00156336111392291,4.07321979809677,NA,NA,NA
21300,"Elmira, NY Metro Area",2013,88506,81,NA,NA,0.000915192190359976,2.35406073070511,NA,NA,NA
21300,"Elmira, NY Metro Area",2014,87770,61,88331,-0.00635111116142691,0.000694998290987809,1.77003344255755,-0.109429401143038,24.429619754955,13.0998265987563
21300,"Elmira, NY Metro Area",2015,87071,78,88824,-0.0197356570296316,0.000895820652111495,2.30268098320637,-0.0453909718215353,24.5215654490371,13.4121232161217
21300,"Elmira, NY Metro Area",2016,86322,41,88840,-0.0283430886987843,0.000474965825629619,1.18643433098376,-0.0167577299241205,24.5626767524837,12.8745555417337
21300,"Elmira, NY Metro Area",2017,85557,101,88911,-0.0377231163748018,0.0011804995500076,3.05774388551724,-0.0312937971051656,24.5418060221996,13.7997749538584
21300,"Elmira, NY Metro Area",2018,84254,186,88506,-0.0480419406593903,0.0022076103211717,5.78198247714256,-0.0459517307350946,24.5207603173675,15.151371397255
21300,"Elmira, NY Metro Area",2019,83456,220,87770,-0.0491511906118264,0.00263611963190184,6.91853136158155,-0.0536328743838722,24.5097318132081,15.7141315873948
21300,"Elmira, NY Metro Area",2021,83045,138,87071,-0.0462381275051395,0.00166174965380216,4.33417885415741,-0.0359389478654266,24.5351365642618,14.4346577092096
21300,"Elmira, NY Metro Area",2022,81426,81,86322,-0.056717870299576,0.000994768255839658,2.56512286210868,-0.0175388859028985,24.5615551770576,13.5633390195831
21300,"Elmira, NY Metro Area",2023,81325,79,85557,-0.049464099956754,0.000971411005225945,2.50317168283712,-0.0196387077916154,24.5585402751768,13.5308559790069
21340,"El Paso, TX Metro Area",2009,751296,3191,NA,NA,0.00424732728511798,11.1919887054654,NA,NA,NA
21340,"El Paso, TX Metro Area",2010,804338,4549,NA,NA,0.00565558260333342,14.9271491111888,NA,NA,NA
21340,"El Paso, TX Metro Area",2011,820790,4153,NA,NA,0.00505975949999391,13.34682852896,NA,NA,NA
21340,"El Paso, TX Metro Area",2012,827398,4355,NA,NA,0.00526348867171543,13.8871858958822,NA,NA,NA
21340,"El Paso, TX Metro Area",2013,831935,4097,NA,NA,0.00492466358549646,12.988509334792,NA,NA,NA
21340,"El Paso, TX Metro Area",2014,836444,3043,751296,0.113334824090638,0.00363801999894793,9.57590359590937,0.0320997542294544,24.6328258073435,17.1043647016264
21340,"El Paso, TX Metro Area",2015,838019,4491,804338,0.0418741872198006,0.00535906703785952,14.1406914386964,0.127980204361446,24.7704899354257,19.455590687061
21340,"El Paso, TX Metro Area",2016,842114,3054,820790,0.025979848682367,0.00362658737415599,9.5455804812696,0.139592320898213,24.787162488548,17.1663714849088
21340,"El Paso, TX Metro Area",2017,842677,3277,827398,0.0184663245499747,0.00388879724971727,10.2410480804456,0.210588590013847,24.8890981748265,17.565073127636
21340,"El Paso, TX Metro Area",2018,844723,2416,831935,0.0153713931977859,0.00286010917188238,7.51262594813116,0.186067010002343,24.8538903516797,16.1832581499054
21340,"El Paso, TX Metro Area",2019,843725,3066,836444,0.00870470706945115,0.00363388544845773,9.56493739604016,0.417462117847793,25.1861249805343,17.3755311882872
21340,"El Paso, TX Metro Area",2021,871727,2989,838019,0.040223431688303,0.00342882576770021,9.02105107765127,0.0852444862057186,24.7091304469192,16.8650907622852
21340,"El Paso, TX Metro Area",2022,871323,2465,842114,0.0346853276397257,0.00282903125477004,7.430196999354,0.0815627657940848,24.7038442720043,16.0670206356792
21340,"El Paso, TX Metro Area",2023,872063,2247,842677,0.034872198956421,0.0025766487054261,6.76079473031119,0.0738883346199669,24.6928254055445,15.7268100679279
21420,"Enid, OK Metro Area",2016,62603,70,NA,NA,0.00111815727680782,2.89239148993483,NA,NA,NA
21420,"Enid, OK Metro Area",2017,61581,95,NA,NA,0.00154268361994771,4.01837622265505,NA,NA,NA
21420,"Enid, OK Metro Area",2018,60913,43,NA,NA,0.000705924843629439,1.79901428592464,NA,NA,NA
21420,"Enid, OK Metro Area",2019,61056,26,NA,NA,0.00042583857442348,1.05613255887348,NA,NA,NA
21420,"Enid, OK Metro Area",2021,61926,35,NA,NA,0.000565190711494364,1.42574066765001,NA,NA,NA
21420,"Enid, OK Metro Area",2022,61920,46,62603,-0.0109100202865677,0.000742894056847545,1.89706890688499,-0.0680928208504054,24.4889703762344,13.1930196415597
21420,"Enid, OK Metro Area",2023,62023,10,61581,0.00717753852649356,0.000161230511261951,0.354304170390254,0.0224632038778783,24.6189897510876,12.4866469607389
21500,"Erie, PA Metro Area",2009,280291,473,NA,NA,0.00168753188650367,4.40256189060841,NA,NA,NA
21500,"Erie, PA Metro Area",2010,280686,586,NA,NA,0.00208774217452955,5.46405237636185,NA,NA,NA
21500,"Erie, PA Metro Area",2011,280985,311,NA,NA,0.00110682064878908,2.86232299059221,NA,NA,NA
21500,"Erie, PA Metro Area",2012,280646,488,NA,NA,0.00173884537816324,4.53866229786205,NA,NA,NA
21500,"Erie, PA Metro Area",2013,280294,467,NA,NA,0.00166610772974091,4.34573791768874,NA,NA,NA
21500,"Erie, PA Metro Area",2014,278443,321,280291,-0.00659314783564224,0.00115283918072999,2.98437940764377,-0.174854137882029,24.3356836154627,13.6600315115533
21500,"Erie, PA Metro Area",2015,278045,267,280686,-0.00940909058520909,0.000960276214281861,2.47363852239214,-0.102058345127572,24.4402030385964,13.4569207804943
21500,"Erie, PA Metro Area",2016,276207,338,280985,-0.0170044664305924,0.00122371989124099,3.17237857228795,-0.0719646156635307,24.4834112945204,13.8278949334042
21500,"Erie, PA Metro Area",2017,274541,265,280646,-0.0217533832657512,0.000965247449379146,2.48682388747668,-0.0443722908564226,24.5230280603063,13.5049259738915
21500,"Erie, PA Metro Area",2018,272061,305,280294,-0.0293727300620063,0.00112107211250418,2.90012260143245,-0.0381671063649031,24.5319373980434,13.7160299997379
21500,"Erie, PA Metro Area",2019,269728,161,278443,-0.0312990450469216,0.000596897615375489,1.50983789805489,-0.0190707931977048,24.559355680896,13.0345967894754
21500,"Erie, PA Metro Area",2021,269011,217,278045,-0.0324911435199338,0.000806658463780292,2.06619327303433,-0.0248270259643338,24.551090943259,13.3086421081467
21500,"Erie, PA Metro Area",2022,267689,238,276207,-0.0308391894484933,0.000889091445670162,2.28483289476921,-0.0288299226266986,24.5453436269075,13.4150882608384
21500,"Erie, PA Metro Area",2023,267571,224,274541,-0.0253878291402741,0.000837160977833921,2.14709606196362,-0.0329748941198712,24.5393923210287,13.3432441914962
21660,"Eugene-Springfield, OR Metro Area",2009,351109,616,NA,NA,0.00175444092860052,4.58002687269825,NA,NA,NA
21660,"Eugene-Springfield, OR Metro Area",2010,351983,550,NA,NA,0.00156257546529236,4.0711359972265,NA,NA,NA
21660,"Eugene-Springfield, OR Metro Area",2011,353416,670,NA,NA,0.00189578287344093,4.95491261195812,NA,NA,NA
21660,"Eugene-Springfield, OR Metro Area",2012,354542,802,NA,NA,0.00226207332276571,5.92643642984525,NA,NA,NA
21660,"Eugene, OR Metro Area",2013,356212,1249,NA,NA,0.00350633892176569,9.22664168344781,NA,NA,NA
21660,"Eugene, OR Metro Area",2014,358337,1316,351109,0.0205861997271503,0.00367252056025473,9.6674105328274,0.178397208272064,24.842878132126,17.2551443324767
21660,"Eugene, OR Metro Area",2015,362895,721,351983,0.0310014972314004,0.00198680058970226,5.19632179792126,0.0640872463311189,24.6787531074725,14.9375374526969
21660,"Eugene, OR Metro Area",2016,369519,1174,353416,0.0455638680761482,0.00317710320714226,8.35339931787321,0.0697285665438358,24.6868528548897,16.5201260863814
21660,"Eugene, OR Metro Area",2017,374748,842,354542,0.056991837356364,0.00224684321197178,5.88604112220717,0.03942394764223,24.6433418061596,15.2646914641834
21660,"Eugene, OR Metro Area",2018,379611,1389,356212,0.0656884102725343,0.00365900882745758,9.63157293384671,0.0557025023482337,24.6667143814547,17.1491436576507
21660,"Eugene-Springfield, OR Metro Area",2019,382067,1071,358337,0.066222578187572,0.00280317326542203,7.36161303113813,0.0423295700974098,24.6475136679028,16.0045633495205
21660,"Eugene-Springfield, OR Metro Area",2021,383189,2136,362895,0.0559225120213836,0.00557427274791291,14.7114883935381,0.0996785113261977,24.7298546663006,19.7206715299193
21660,"Eugene-Springfield, OR Metro Area",2022,382353,1759,369519,0.0347316376153865,0.00460046083069833,12.1286160487627,0.132457354347734,24.7769181796434,18.4527671142031
21660,"Eugene-Springfield, OR Metro Area",2023,381181,1239,374748,0.017166202354649,0.0032504243390935,8.54787128998275,0.189350228544476,24.8586043618589,16.7032378259208
21780,"Evansville, IN-KY Metro Area",2009,351589,718,NA,NA,0.00204215717784117,5.34314583866015,NA,NA,NA
21780,"Evansville, IN-KY Metro Area",2010,357948,644,NA,NA,0.00179914400974443,4.69859427772973,NA,NA,NA
21780,"Evansville, IN-KY Metro Area",2011,360304,559,NA,NA,0.00155146764954039,4.0416743839422,NA,NA,NA
21780,"Evansville, IN-KY Metro Area",2012,358960,749,NA,NA,0.00208658346333853,5.46097908978778,NA,NA,NA
21780,"Evansville, IN-KY Metro Area",2013,314280,844,NA,NA,0.0026855033727886,7.04951342943587,NA,NA,NA
21780,"Evansville, IN-KY Metro Area",2014,315162,727,351589,-0.103606768129833,0.00230675017927288,6.04493427843796,-0.022264473845784,24.5547702282705,15.2998522533542
21780,"Evansville, IN-KY Metro Area",2015,315693,763,357948,-0.11804787287539,0.00241690503115368,6.33710149834584,-0.0204739397016069,24.5573410581051,15.4472212782255
21780,"Evansville, IN-KY Metro Area",2016,315948,947,360304,-0.123107153958879,0.00299732867433882,7.87657760223734,-0.0243473151474202,24.5517797069355,16.2141786545864
21780,"Evansville, IN-KY Metro Area",2017,315669,921,358960,-0.120601181190105,0.00291761306938597,7.66514536584752,-0.0241922429000667,24.552002358015,16.1085738619313
21780,"Evansville, IN-KY Metro Area",2018,314672,596,314280,0.00124729540537101,0.00189403569431027,4.95027851313658,1.518514127571,26.7670037173673,15.858641115252
21780,"Evansville, IN-KY Metro Area",2019,315086,930,315162,-0.000241145823417798,0.00295157512552129,7.7552240083584,-12.2397936803887,7.01297204916775,7.38409802876307
21780,"Evansville, IN-KY Metro Area",2021,313946,1349,315693,-0.00553385726005962,0.00429691730424978,11.323517891675,-0.776477798815412,23.4718787772296,17.3976983344523
21780,"Evansville, IN-KY Metro Area",2022,314038,1186,315948,-0.00604529859343943,0.0037766130213541,9.94349828069783,-0.624719021398317,23.689772411888,16.8166353462929
21780,"Evansville, IN Metro Area",2023,270717,898,315669,-0.142402326487555,0.00331711713708411,8.7247627209465,-0.0232939813477978,24.553292072375,16.6390273966608
21820,"Fairbanks, AK Metro Area",2009,98660,34,NA,NA,0.000344617879586459,0.840708324676366,NA,NA,NA
21820,"Fairbanks, AK Metro Area",2010,98314,42,NA,NA,0.000427202636450556,1.05975050400643,NA,NA,NA
21820,"Fairbanks, AK Metro Area",2011,99192,39,NA,NA,0.000393176869102347,0.969502878217639,NA,NA,NA
21820,"Fairbanks, AK Metro Area",2012,100272,46,NA,NA,0.000458752194032232,1.14343039981289,NA,NA,NA
21820,"Fairbanks, AK Metro Area",2013,100436,56,NA,NA,0.000557568999163646,1.40552535743369,NA,NA,NA
21820,"Fairbanks, AK Metro Area",2014,99357,54,98660,0.0070646665315224,0.000543494670732812,1.36819556814618,0.07693139772525,24.6971946031078,13.032695085627
21820,"Fairbanks, AK Metro Area",2015,99631,7,98314,0.0133958541001282,7.02592566570646e-05,0.113018216157369,0.00524485084205212,24.5942678233701,12.3536430197637
21820,"Fairbanks, AK Metro Area",2016,100605,11,99192,0.0142451004113235,0.000109338502062522,0.216669342651235,0.00767551641655036,24.5977577470877,12.4072135448695
21820,"Fairbanks, AK Metro Area",2017,99703,15,100272,-0.00567456518270305,0.000150446827076417,0.32570226157682,-0.0265124854913998,24.5486709784393,12.4371866200081
21820,"Fairbanks, AK Metro Area",2018,98971,13,100436,-0.0145864032816918,0.000131351608046802,0.275055404337597,-0.00900507174456557,24.573807936444,12.4244316703908
21820,"Fairbanks, AK Metro Area",2019,96849,22,99357,-0.0252423080407017,0.000227157740400004,0.529165058718057,-0.00899908756496141,24.5738165284652,12.5514907935916
21820,"Fairbanks, AK Metro Area",2021,95593,36,99631,-0.040529554054461,0.000376596612722689,0.925526536466969,-0.0092919012189634,24.5733961097426,12.7494613231048
21820,"Fairbanks, AK Metro Area",2022,95356,27,100605,-0.0521743452114706,0.000283149460967322,0.677673681413262,-0.00542698638228567,24.5789453132598,12.6283094973365
21820,"Fairbanks-College, AK Metro Area",2023,94840,49,99703,-0.0487748613381744,0.000516659637283847,1.29702015476173,-0.0105927443586493,24.5715283730314,12.9342742638966
22020,"Fargo, ND-MN Metro Area",2009,199989,1678,NA,NA,0.00839046147538115,22.1809553955966,NA,NA,NA
22020,"Fargo, ND-MN Metro Area",2010,209144,1318,NA,NA,0.00630187813181349,16.6413393131714,NA,NA,NA
22020,"Fargo, ND-MN Metro Area",2011,211729,1536,NA,NA,0.00725455653217084,19.1681585584996,NA,NA,NA
22020,"Fargo, ND-MN Metro Area",2012,216312,2211,NA,NA,0.0102213469433041,27.0370711998431,NA,NA,NA
22020,"Fargo, ND-MN Metro Area",2013,223490,3093,NA,NA,0.0138395453935299,36.6337341177994,NA,NA,NA
22020,"Fargo, ND-MN Metro Area",2014,228291,3766,199989,0.141517783478091,0.0164964891301015,43.6808305616834,0.116568311944028,24.7541048619592,34.2174677118213
22020,"Fargo, ND-MN Metro Area",2015,233836,2719,209144,0.118062196381441,0.0116278075232214,30.7674713640511,0.0984888294442174,24.7281465337381,27.7478089488946
22020,"Fargo, ND-MN Metro Area",2016,238124,2479,211729,0.124664075303808,0.0104105424064773,27.5388803489698,0.0835087604917989,24.7066383104443,26.1227593297071
22020,"Fargo, ND-MN Metro Area",2017,241356,1891,216312,0.115777210695662,0.0078348994845788,20.7074206436744,0.0676722080062374,24.683900357225,22.6956605004497
22020,"Fargo, ND-MN Metro Area",2018,245471,2313,223490,0.0983533938878697,0.00942270166333294,24.9187989026389,0.0958045400454155,24.7242924596375,24.8215456811382
22020,"Fargo, ND-MN Metro Area",2019,246145,1425,228291,0.0782072004590632,0.00578927055191046,15.2817339125301,0.0740247767204095,24.6930213076577,19.9873776100939
22020,"Fargo, ND-MN Metro Area",2021,252136,2289,233836,0.0782599770779521,0.00907843386109084,24.0056864525971,0.116003533352024,24.7532939588781,24.3794902057376
22020,"Fargo, ND-MN Metro Area",2022,258663,2315,238124,0.0862533805916245,0.00894986913474289,23.6646901366478,0.103762531663738,24.73571845916,24.2002042979039
22020,"Fargo, ND-MN Metro Area",2023,262620,2089,241356,0.0881022224431959,0.00795445891402026,21.0245319239971,0.0902866998519692,24.7163700035155,22.8704509637563
22140,"Farmington, NM Metro Area",2009,124131,234,NA,NA,0.00188510525170989,4.92659201596873,NA,NA,NA
22140,"Farmington, NM Metro Area",2010,130145,273,NA,NA,0.00209766030197088,5.49035854147169,NA,NA,NA
22140,"Farmington, NM Metro Area",2011,128200,213,NA,NA,0.00166146645865835,4.33342772666329,NA,NA,NA
22140,"Farmington, NM Metro Area",2012,128529,176,NA,NA,0.00136934077134343,3.5586134677432,NA,NA,NA
22140,"Farmington, NM Metro Area",2013,126503,155,NA,NA,0.0012252673849632,3.1764830391446,NA,NA,NA
22140,"Farmington, NM Metro Area",2014,123785,173,124131,-0.00278737785081889,0.00139758452154946,3.63352526542231,-0.501397584521549,23.8668360161796,13.750180640801
22140,"Farmington, NM Metro Area",2015,118737,118,130145,-0.0876560759153252,0.000993793004707884,2.56253617248932,-0.0113374115180319,24.5704591878632,13.5664976801762
22140,"Farmington, NM Metro Area",2016,115079,104,128200,-0.102347893915757,0.00090372700492705,2.32365125444082,-0.00882995214020637,24.5740593713049,13.4488553128728
22140,"Farmington, NM Metro Area",2017,126926,91,128529,-0.0124718935026336,0.00071695318532058,1.82826510762772,-0.0574855121372857,24.5042002369962,13.166232672312
22140,"Farmington, NM Metro Area",2018,125043,71,126503,-0.0115412282712663,0.000567804675191734,1.43267376676785,-0.0491979416614931,24.5160994423285,12.9743866045482
22140,"Farmington, NM Metro Area",2019,123958,89,123785,0.00139758452154946,0.000717985123993611,1.83100215141714,0.513732881928029,25.3243495172221,13.5776758343196
22140,"Farmington, NM Metro Area",2021,120993,97,118737,0.0189999747340761,0.000801699271858703,2.05303985044802,0.0421947546288505,24.6473201012904,13.3501799758692
22140,"Farmington, NM Metro Area",2022,120418,143,115079,0.0463942161471685,0.0011875301034729,3.07639124625805,0.0255965118519495,24.6234885212714,13.8499398837647
22140,"Farmington, NM Metro Area",2023,120675,117,126926,-0.0492491688070214,0.000969546302050963,2.49822587125201,-0.0196865515812063,24.5584715815738,13.5283487264129
22180,"Fayetteville, NC Metro Area",2009,360355,2664,NA,NA,0.00739270996656075,19.5345873100003,NA,NA,NA
22180,"Fayetteville, NC Metro Area",2010,367733,3609,NA,NA,0.009814185835919,25.9571448346563,NA,NA,NA
22180,"Fayetteville, NC Metro Area",2011,374157,2807,NA,NA,0.00750219827505566,19.8249866356695,NA,NA,NA
22180,"Fayetteville, NC Metro Area",2012,374585,3040,NA,NA,0.0081156479837687,21.452058824391,NA,NA,NA
22180,"Fayetteville, NC Metro Area",2013,377193,1890,NA,NA,0.00501069744136291,13.2166996691919,NA,NA,NA
22180,"Fayetteville, NC Metro Area",2014,377939,1089,360355,0.0487963258453469,0.00288141737158642,7.56914236445304,0.0590498838113071,24.6715205160717,16.1203314402624
22180,"Fayetteville, NC Metro Area",2015,376509,1386,367733,0.0238651412845733,0.00368118690389871,9.69039655192683,0.154249533241954,24.8082071577651,17.249301854846
22180,"Fayetteville, NC Metro Area",2016,380389,953,374157,0.0166561096010498,0.00250533007000728,6.57163404349471,0.150415080713048,24.8027016917047,15.6871678675997
22180,"Fayetteville, NC Metro Area",2017,386662,935,374585,0.0322410133881496,0.00241813263263522,6.34035750483027,0.0750017564126575,24.6944240446839,15.5173907747571
22180,"Fayetteville, NC Metro Area",2018,387094,819,377193,0.0262491615698064,0.00211576516298367,5.53837864061947,0.0806031521180991,24.7024664689191,15.1204225547693
22180,"Fayetteville, NC Metro Area",2019,526719,1839,377939,0.393661410968437,0.00349142521913962,9.18708559526472,0.00886910711047458,24.5994714918807,16.8932785435727
22180,"Fayetteville, NC Metro Area",2021,524588,2307,376509,0.393294715398569,0.00439773689066467,11.5909248898431,0.0111817848511083,24.6027920099244,18.0968584498838
22180,"Fayetteville, NC Metro Area",2022,529318,2483,380389,0.391517630636007,0.00469094192904832,12.3686019459589,0.0119814321552469,24.6039401349983,18.4862710404786
22180,"Fayetteville, NC Metro Area",2023,392336,2576,386662,0.0146743150348366,0.00656580074222095,17.3413496534968,0.447434904227818,25.2291595876677,21.2852546205822
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2009,460769,1751,NA,NA,0.0038001688481647,10.0059761499371,NA,NA,NA
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2010,465780,1221,NA,NA,0.00262140924900167,6.87951454477921,NA,NA,NA
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2011,475085,1206,NA,NA,0.00253849311175895,6.65959343472296,NA,NA,NA
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2012,482013,1923,NA,NA,0.00398951895488296,10.5081954650609,NA,NA,NA
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2013,491755,2385,NA,NA,0.00484997610598774,12.7904133555644,NA,NA,NA
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2014,503046,3353,460769,0.0917531344339571,0.00666539441721035,17.60550512777,0.0726448688465028,24.691040050644,21.148272589207
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2015,515403,3793,465780,0.10653742110009,0.00735928972085921,19.4459457285489,0.0690770402067953,24.6859174003211,22.065931564435
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2016,527153,4421,475085,0.109597229969374,0.00838655949980366,22.1706060615713,0.0765216374733852,24.6966062737068,23.4336061676391
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2017,535557,4729,482013,0.111084140884167,0.00883005917203958,23.3469143589801,0.0794898272764887,24.7008679689811,24.0238911639806
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2018,553795,5570,491755,0.126160384744436,0.0100578734008072,26.6034851196629,0.0797229131884901,24.7012026312486,25.6523438754557
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",2019,536120,6905,503046,0.0657474664344811,0.0128795791986869,34.0875852231839,0.19589468457346,24.8680008220524,29.4777930226181
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",2021,558507,7120,515403,0.0836316435876392,0.0127482735220866,33.7393189976349,0.152433612149777,24.8055998776212,29.2724594376281
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",2022,576724,7246,527153,0.0940353180196262,0.0125640687746652,33.2507468827527,0.133610105641828,24.7785732876616,29.0146600852071
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",2023,590295,6915,535557,0.102207608153754,0.0117144817421798,30.9973601538627,0.114614576681584,24.7512997096989,27.8743299317808
22380,"Flagstaff, AZ Metro Area",2009,129849,482,NA,NA,0.00371200394304153,9.77213356576162,NA,NA,NA
22380,"Flagstaff, AZ Metro Area",2010,134651,315,NA,NA,0.00233938106660923,6.13148221957182,NA,NA,NA
22380,"Flagstaff, AZ Metro Area",2011,134511,100,NA,NA,0.000743433622529013,1.8985000141165,NA,NA,NA
22380,"Flagstaff, AZ Metro Area",2012,136011,818,NA,NA,0.00601421943813368,15.8783730036555,NA,NA,NA
22380,"Flagstaff, AZ Metro Area",2013,136539,359,NA,NA,0.00262928540563502,6.90040472571843,NA,NA,NA
22380,"Flagstaff, AZ Metro Area",2014,137682,560,129849,0.0603239147009218,0.00406734358884967,10.714612218914,0.0674250603432325,24.6835455052454,17.6990788620797
22380,"Flagstaff, AZ Metro Area",2015,139097,566,134651,0.0330186927687132,0.00406910285628015,10.7192783799179,0.123236340238637,24.7636787458942,17.7414785629061
22380,"Flagstaff, AZ Metro Area",2016,140908,647,134511,0.0475574488331809,0.00459164845147188,12.1052426948396,0.09654951146724,24.7253620816625,18.4153023882511
22380,"Flagstaff, AZ Metro Area",2017,140776,697,136011,0.0350339310791039,0.00495112803318748,13.0587018317747,0.141323793267967,24.7896485181166,18.9241751749457
